id,sprites,fr_name,en_name,jpn_name,health,type1,type2,speed,height_m,weight_kg,percentage_male,class,attack,defense,sp_attack,sp_defense,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,generation,is_legendary,level,trainer
207,207.png,Scorplane,Gligar,Gliger?????,65,ground,flying,85,1.1,64.8,50,Flyscorpion Pokémon,75,105,35,65,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,5120,70,430,60,1059860,2,0,,
208,208_EB.png;208_Méga.png,Steelix;Méga-Steelix,Steelix,Haganeil?????,75,steel,ground,30,9.2,400,50,Iron Snake Pokémon,125,230,55,95,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,6400,70,610,25,1000000,2,0,,
209,209.png,Snubbull,Snubbull,Bulu???,60,fairy,,30,0.6,7.8,24.6,Fairy Pokémon,80,50,40,40,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,300,190,800000,2,0,,
210,210.png,Granbull,Granbull,Granbulu?????,90,fairy,,45,1.4,48.7,24.6,Fairy Pokémon,120,75,60,60,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,450,75,800000,2,0,,
211,211_EB.png,Qwilfish,Qwilfish,Harysen?????,65,water,poison,85,0.5,3.9,50,Balloon Pokémon,95,85,55,55,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,440,45,1000000,2,0,,
212,212.png;212_Méga.png,Cizayox;Méga-Cizayox,Scizor,Hassam????,70,bug,steel,75,1.8,118,50,Pincer Pokémon,150,140,65,100,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,6400,70,600,25,1000000,2,0,,
213,213_EB.png,Caratroc,Shuckle,Tsubotsubo????,20,bug,rock,5,0.6,20.5,50,Mold Pokémon,10,230,10,230,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,505,190,1059860,2,0,,
214,214.png;214_Méga.png,Scarhino;Méga-Scarhino,Heracross,Heracros?????,80,bug,fighting,75,1.5,54,50,Singlehorn Pokémon,185,115,40,105,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,6400,70,600,45,1250000,2,0,,
215,215_EB.png,Farfuret,Sneasel,Nyula????,55,dark,ice,115,0.9,28,50,Sharp Claw Pokémon,95,55,35,75,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,5120,35,430,60,1059860,2,0,,
216,216.png,Teddiursa,Teddiursa,Himeguma????,60,normal,,40,0.6,8.8,50,Little Bear Pokémon,80,50,50,50,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,330,120,1000000,2,0,,
217,217.png,Ursaring,Ursaring,Ringuma????,90,normal,,55,1.8,125.8,50,Hibernator Pokémon,130,75,75,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,500,60,1000000,2,0,,
218,218.png,Limagma,Slugma,Magmag?????,40,fire,,20,0.7,35,50,Lava Pokémon,40,40,70,40,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,250,190,1000000,2,0,,
219,219.png,Volcaropod,Magcargo,Magcargot?????,60,fire,rock,30,0.8,55,50,Lava Pokémon,50,120,90,80,0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,5120,70,430,75,1000000,2,0,,
220,220_EB.png,Marcacrin,Swinub,Urimoo????,50,ice,ground,50,0.4,6.5,50,Pig Pokémon,50,40,30,30,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,250,225,1250000,2,0,,
221,221_EB.png,Cochignon,Piloswine,Inomoo????,100,ice,ground,50,1.1,55.8,50,Swine Pokémon,100,80,60,60,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,450,75,1250000,2,0,,
222,222_EB.png;222_Galar_EB.png,Corayon;Corayon de Galar,Corsola,Sunnygo????,65,water,rock,35,0.6,5,24.6,Coral Pokémon,55,95,65,95,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,5120,70,410,60,800000,2,0,,
223,223_EB.png,Rémoraid,Remoraid,Teppouo?????,35,water,,65,0.6,12,50,Jet Pokémon,65,35,65,35,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,300,190,1000000,2,0,,
224,224_EB.png,Octillery,Octillery,Okutank????,75,water,,45,0.9,28.5,50,Jet Pokémon,105,75,105,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,480,75,1000000,2,0,,
225,225_EB.png,Cadoizo,Delibird,Delibird?????,45,ice,flying,75,0.9,16,50,Delivery Pokémon,55,45,65,45,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,5120,70,330,45,800000,2,0,,
226,226_EB.png,Démanta,Mantine,Mantain?????,85,water,flying,70,2.1,220,50,Kite Pokémon,40,70,80,140,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,6400,70,485,25,1250000,2,0,,
227,227.png,Airmure,Skarmory,Airmd?????,65,steel,flying,70,1.7,50.5,50,Armor Bird Pokémon,80,140,40,70,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,6400,70,465,25,1250000,2,0,,
228,228.png,Malosse,Houndour,Delvil????,45,dark,fire,65,0.6,10.8,50,Dark Pokémon,60,30,80,50,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,5120,35,330,120,1250000,2,0,,
229,229.png;229_Méga.png,Démolosse;Méga-Démolosse,Houndoom,Hellgar????,75,dark,fire,115,1.4,35,50,Dark Pokémon,90,90,140,90,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,5120,35,600,45,1250000,2,0,,
230,230.png,Hyporoi,Kingdra,Kingdra?????,75,water,dragon,85,1.8,152,50,Dragon Pokémon,95,95,95,95,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,5120,70,540,45,1000000,2,0,,
231,231.png,Phanpy,Phanpy,Gomazou????,90,ground,,40,0.5,33.5,50,Long Nose Pokémon,60,60,40,40,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,330,120,1000000,2,0,,
232,232.png,Donphan,Donphan,Donfan?????,90,ground,,50,1.1,120,50,Armor Pokémon,120,120,60,60,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,500,60,1000000,2,0,,
233,233.png,Porygon2,Porygon2,Porygon2????2,85,normal,,60,0.6,32.5,,Virtual Pokémon,80,90,105,95,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,515,45,1000000,2,0,,
234,234.png,Cerfrousse,Stantler,Odoshishi????,73,normal,,85,1.4,71.2,50,Big Horn Pokémon,95,62,85,65,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,465,45,1250000,2,0,,
235,235.png,Queulorior,Smeargle,Doble????,55,normal,,75,1.2,58,50,Painter Pokémon,20,35,20,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,250,45,800000,2,0,,
236,236_EB.png,Debugant,Tyrogue,Balkie????,35,fighting,,35,0.7,21,100,Scuffle Pokémon,35,35,35,35,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,210,75,1000000,2,0,,
237,237_EB.png,Kapoera,Hitmontop,Kapoerer?????,50,fighting,,70,1.4,48,100,Handstand Pokémon,95,95,35,110,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,455,45,1000000,2,0,,
238,238.png,Lippouti,Smoochum,Muchul?????,45,ice,psychic,65,0.4,6,0,Kiss Pokémon,30,15,85,65,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,6400,70,305,45,1000000,2,0,,
239,239.png,Élekid,Elekid,Elekid?????,45,electric,,95,0.6,23.5,75.4,Electric Pokémon,63,37,65,55,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,6400,70,360,45,1000000,2,0,,
240,240.png,Magby,Magby,Buby???,45,fire,,83,0.7,21.4,75.4,Live Coal Pokémon,75,37,70,55,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,6400,70,365,45,1000000,2,0,,
241,241.png,Écrémeuh,Miltank,Miltank?????,95,normal,,100,1.2,75.5,0,Milk Cow Pokémon,80,105,40,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,1250000,2,0,,
242,242.png,Leuphorie,Blissey,Happinas????,255,normal,,55,1.5,46.8,0,Happiness Pokémon,10,10,75,135,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,540,30,800000,2,0,,
243,243.png,Raikou,Raikou,Raikou????,90,electric,,115,1.9,178,,Thunder Pokémon,85,75,115,100,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,20480,35,580,3,1250000,2,1,,
244,244.png,Entei,Entei,Entei????,115,fire,,100,2.1,198,,Volcano Pokémon,115,85,90,75,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,20480,35,580,3,1250000,2,1,,
245,245.png,Suicune,Suicune,Suicune????,100,water,,85,2,187,,Aurora Pokémon,75,115,90,115,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,20480,35,580,3,1250000,2,1,,
246,246_EB.png,Embrylex,Larvitar,Yogiras?????,50,rock,ground,41,0.6,72,50,Rock Skin Pokémon,64,50,45,50,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,10240,35,300,45,1250000,2,0,,
247,247_EB.png,Ymphect,Pupitar,Sanagiras?????,70,rock,ground,51,1.2,152,50,Hard Shell Pokémon,84,70,65,70,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,10240,35,410,45,1250000,2,0,,
248,248_EB.png;248_Méga.png,Tyranocif;Méga-Tyranocif,Tyranitar,Bangiras?????,100,rock,dark,71,2,202,50,Armor Pokémon,164,150,95,120,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,10240,35,700,45,1250000,2,0,,
249,249.png,Lugia,Lugia,Lugia???,106,psychic,flying,110,5.2,216,,Diving Pokémon,90,130,90,154,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,30720,0,680,3,1250000,2,1,,
250,250.png,Ho-Oh,Ho-Oh,Houou????,106,fire,flying,90,3.8,199,,Rainbow Pokémon,130,90,110,154,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,30720,0,680,3,1250000,2,1,,
251,251_EB.png,Celebi,Celebi,Celebi????,100,psychic,grass,100,0.6,5,,Time Travel Pokémon,100,100,100,100,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,30720,100,600,45,1059860,2,1,,
252,252.png,Arcko,Treecko,Kimori???,40,grass,,70,0.5,5,88.1,Wood Gecko Pokémon,45,35,65,55,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,310,45,1059860,3,0,,
253,253.png,Massko,Grovyle,Juptile?????,50,grass,,95,0.9,21.6,88.1,Wood Gecko Pokémon,65,45,85,65,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,1059860,3,0,,
254,254.png;254_Méga.png,Jungko;Méga-Jungko,Sceptile,Jukain?????,70,grass,,145,1.7,52.2,88.1,Forest Pokémon,110,75,145,85,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,630,45,1059860,3,0,,
255,255.png,Poussifeu,Torchic,Achamo????,45,fire,,45,0.4,2.5,88.1,Chick Pokémon,60,40,70,50,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,310,45,1059860,3,0,,
256,256.png,Galifeu,Combusken,Wakasyamo?????,60,fire,fighting,55,0.9,19.5,88.1,Young Fowl Pokémon,85,60,85,60,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,405,45,1059860,3,0,,
257,257.png;257_Méga.png,Braségali;Méga-Braségali,Blaziken,Bursyamo?????,80,fire,fighting,100,1.9,52,88.1,Blaze Pokémon,160,80,130,80,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,630,45,1059860,3,0,,
258,258.png,Gobou,Mudkip,Mizugorou?????,50,water,,40,0.4,7.6,88.1,Mud Fish Pokémon,70,50,50,50,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,310,45,1059860,3,0,,
259,259.png,Flobio,Marshtomp,Numacraw?????,70,water,ground,50,0.7,28,88.1,Mud Fish Pokémon,85,70,60,70,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,405,45,1059860,3,0,,
260,260.png;260_Méga.png,Laggron;Méga-Laggron,Swampert,Laglarge?????,100,water,ground,70,1.5,81.9,88.1,Mud Fish Pokémon,150,110,95,110,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,635,45,1059860,3,0,,
261,261.png,Medhyèna,Poochyena,Pochiena????,35,dark,,35,0.5,13.6,50,Bite Pokémon,55,35,30,30,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,3840,70,220,255,1000000,3,0,,
262,262.png,Grahyèna,Mightyena,Graena????,70,dark,,70,1,37,50,Bite Pokémon,90,70,60,60,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,3840,70,420,127,1000000,3,0,,
263,263_EB.png;263_Galar_EB.png,Zigzaton;Zigzaton de Galar,Zigzagoon,Jiguzaguma?????,38,normal,,60,0.4,17.5,50,Tiny Racoon Pokémon,30,41,30,41,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,240,255,1000000,3,0,,
264,264_EB.png;264_Galar_EB.png,Linéon;Linéon de Galar,Linoone,Massuguma?????,78,normal,,100,0.5,32.5,50,Rush Pokémon,70,61,50,61,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,420,90,1000000,3,0,,
265,265.png,Chenipotte,Wurmple,Kemusso????,45,bug,,20,0.3,3.6,50,Worm Pokémon,45,35,20,30,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,195,255,1000000,3,0,,
266,266.png,Armulys,Silcoon,Karasalis?????,50,bug,,15,0.6,10,50,Cocoon Pokémon,35,55,25,25,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,205,120,1000000,3,0,,
267,267.png,Charmillon,Beautifly,Agehunt?????,60,bug,flying,65,1,28.4,50,Butterfly Pokémon,70,50,100,50,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,395,45,1000000,3,0,,
268,268.png,Blindalys,Cascoon,Mayuld????,50,bug,,15,0.7,11.5,50,Cocoon Pokémon,35,55,25,25,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,205,120,1000000,3,0,,
269,269.png,Papinox,Dustox,Dokucale?????,60,bug,poison,65,1.2,31.6,50,Poison Moth Pokémon,50,70,50,90,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,385,45,1000000,3,0,,
270,270_EB.png,Nénupiot,Lotad,Hassboh????,40,water,grass,30,0.5,2.6,50,Water Weed Pokémon,30,30,40,50,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,3840,70,220,255,1059860,3,0,,
271,271_EB.png,Lombre,Lombre,Hasubrero?????,60,water,grass,50,1.2,32.5,50,Jolly Pokémon,50,50,60,70,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,3840,70,340,120,1059860,3,0,,
272,272_EB.png,Ludicolo,Ludicolo,Runpappa?????,80,water,grass,70,1.5,55,50,Carefree Pokémon,70,70,90,100,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,3840,70,480,45,1059860,3,0,,
273,273_EB.png,Grainipiot,Seedot,Taneboh????,40,grass,,30,0.5,4,50,Acorn Pokémon,40,50,30,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,3840,70,220,255,1059860,3,0,,
274,274_EB.png,Pifeuil,Nuzleaf,Konohana????,70,grass,dark,60,1,28,50,Wily Pokémon,70,40,60,40,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,3840,70,340,120,1059860,3,0,,
275,275_EB.png,Tengalice,Shiftry,Dirteng?????,90,grass,dark,80,1.3,59.6,50,Wickid Pokémon,100,60,90,60,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,3840,70,480,45,1059860,3,0,,
276,276.png,Nirondelle,Taillow,Subame???,40,normal,flying,85,0.3,2.3,50,TinySwallow Pokémon,55,30,30,30,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,270,200,1059860,3,0,,
277,277.png,Hélédelle,Swellow,Ohsubame?????,60,normal,flying,125,0.7,19.8,50,Swallow Pokémon,85,60,75,50,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,455,45,1059860,3,0,,
278,278_EB.png,Goélise,Wingull,Camome????,40,water,flying,85,0.6,9.5,50,Seagull Pokémon,30,30,55,30,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,270,190,1000000,3,0,,
279,279_EB.png,Bekipan,Pelipper,Pelipper?????,60,water,flying,65,1.2,28,50,Water Bird Pokémon,50,100,95,70,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,440,45,1000000,3,0,,
280,280_EB.png,Tarsal,Ralts,Ralts????,28,psychic,fairy,40,0.4,6.6,50,Feeling Pokémon,25,25,45,35,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,198,235,1250000,3,0,,
281,281_EB.png,Kirlia,Kirlia,Kirlia????,38,psychic,fairy,50,0.8,20.2,50,Emotion Pokémon,35,35,65,55,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,278,120,1250000,3,0,,
282,282_EB.png;282_Méga.png,Gardevoir;Méga-Gardevoir,Gardevoir,Sirnight?????,68,psychic,fairy,100,1.6,48.4,50,Embrace Pokémon,85,65,165,135,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,618,45,1250000,3,0,,
283,283.png,Arakdo,Surskit,Ametama????,40,bug,water,65,0.5,1.7,50,Pond Skater Pokémon,30,32,50,52,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,3840,70,269,200,1000000,3,0,,
284,284.png,Maskadra,Masquerain,Amemoth?????,70,bug,flying,80,0.8,3.6,50,Eyeball Pokémon,60,62,100,82,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,454,75,1000000,3,0,,
285,285.png,Balignon,Shroomish,Kinococo????,60,grass,,35,0.4,4.5,50,Mushroom Pokémon,40,60,40,60,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,3840,70,295,255,1640000,3,0,,
286,286.png,Chapignon,Breloom,Kinogassa?????,60,grass,fighting,70,1.2,39.2,50,Mushroom Pokémon,130,80,60,60,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,3840,70,460,90,1640000,3,0,,
287,287.png,Parecool,Slakoth,Namakero????,60,normal,,30,0.8,24,50,Slacker Pokémon,60,60,35,35,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,280,255,1250000,3,0,,
288,288.png,Vigoroth,Vigoroth,Yarukimono?????,80,normal,,90,1.4,46.5,50,Wild Monkey Pokémon,80,80,55,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,440,120,1250000,3,0,,
289,289.png,Monaflèmit,Slaking,Kekking?????,150,normal,,100,2,130.5,50,Lazy Pokémon,160,100,95,65,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,670,45,1250000,3,0,,
290,290_EB.png,Ningale,Nincada,Tutinin????,31,bug,ground,40,0.5,5.5,50,Trainee Pokémon,45,90,30,30,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,3840,70,266,255,600000,3,0,,
291,291_EB.png,Ninjask,Ninjask,Tekkanin?????,61,bug,flying,160,0.8,12,50,Ninja Pokémon,90,45,50,50,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,456,120,600000,3,0,,
292,292_EB.png,Munja,Shedinja,Nukenin????,1,bug,ghost,40,0.8,1.2,,Shed Pokémon,90,45,30,30,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,3840,70,236,45,600000,3,0,,
293,293.png,Chuchmur,Whismur,Gonyonyo?????,64,normal,,28,0.6,16.3,50,Whisper Pokémon,51,23,51,23,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,240,190,1059860,3,0,,
294,294.png,Ramboum,Loudred,Dogohmb????,84,normal,,48,1,40.5,50,Big Voice Pokémon,71,43,71,43,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,360,120,1059860,3,0,,
295,295.png,Brouhabam,Exploud,Bakuong?????,104,normal,,68,1.5,84,50,Loud Noise Pokémon,91,63,91,73,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,1059860,3,0,,
296,296.png,Makuhita,Makuhita,Makunoshita?????,72,fighting,,25,1,86.4,75.4,Guts Pokémon,60,30,20,30,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,237,180,1640000,3,0,,
297,297.png,Hariyama,Hariyama,Hariteyama?????,144,fighting,,50,2.3,253.8,75.4,Arm Thrust Pokémon,120,60,40,60,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,474,200,1640000,3,0,,
298,298.png,Azurill,Azurill,Ruriri???,50,normal,fairy,20,0.2,2,24.6,Polka Dot Pokémon,20,40,20,40,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2560,70,190,150,800000,3,0,,
299,299.png,Tarinor,Nosepass,Nosepass????,30,rock,,30,1,97,50,Compass Pokémon,45,135,45,90,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,375,255,1000000,3,0,,
300,300.png,Skitty,Skitty,Eneco???,50,normal,,50,0.6,11,24.6,Kitten Pokémon,45,45,35,35,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,260,255,800000,3,0,,
301,301.png,Delcatty,Delcatty,Enekororo?????,70,normal,,90,1.1,32.6,24.6,Prim Pokémon,65,65,55,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,400,60,800000,3,0,,
302,302_EB.png;302_Méga.png,Ténéfix;Méga-Ténéfix,Sableye,Yamirami????,50,dark,ghost,20,0.5,11,50,Darkness Pokémon,85,125,85,115,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,6400,35,480,45,1059860,3,0,,
303,303_EB.png;303_Méga.png,Mysdibule;Méga-Mysdibule,Mawile,Kucheat????,50,steel,fairy,50,0.6,11.5,50,Deceiver Pokémon,105,125,55,95,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,5120,70,480,45,800000,3,0,,
304,304.png,Galekid,Aron,Cokodora????,50,steel,rock,30,0.4,60,50,Iron Armor Pokémon,70,100,40,40,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,330,180,1250000,3,0,,
305,305.png,Galegon,Lairon,Kodora???,60,steel,rock,40,0.9,120,50,Iron Armor Pokémon,90,140,50,50,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,430,90,1250000,3,0,,
306,306.png;306_Méga.png,Galeking;Méga-Galeking,Aggron,Bossgodora?????,70,steel,rock,50,2.1,360,50,Iron Armor Pokémon,140,230,60,80,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,630,45,1250000,3,0,,
307,307.png,Méditikka,Meditite,Asanan????,30,fighting,psychic,60,0.6,11.2,50,Meditate Pokémon,40,55,40,55,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,70,280,180,1000000,3,0,,
308,308.png;308_Méga.png,Charmina;Méga-Charmina,Medicham,Charem?????,60,fighting,psychic,100,1.3,31.5,50,Meditate Pokémon,100,85,80,85,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,70,510,90,1000000,3,0,,
309,309_EB.png,Dynavolt,Electrike,Rakurai????,40,electric,,65,0.6,15.2,50,Lightning Pokémon,45,40,65,40,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,295,120,1250000,3,0,,
310,310_EB.png;310_Méga.png,Élecsprint;Méga-Élecsprint,Manectric,Livolt?????,70,electric,,135,1.5,40.2,50,Discharge Pokémon,75,80,135,80,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,575,45,1250000,3,0,,
311,311.png,Posipi,Plusle,Prasle????,60,electric,,95,0.4,4.2,50,Cheering Pokémon,50,40,85,75,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,405,200,1000000,3,0,,
312,312.png,Négapi,Minun,Minun????,60,electric,,95,0.4,4.2,50,Cheering Pokémon,40,50,75,85,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,405,200,1000000,3,0,,
313,313.png,Muciole,Volbeat,Barubeat?????,65,bug,,85,0.7,17.7,100,Firefly Pokémon,73,75,47,85,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,430,150,600000,3,0,,
314,314.png,Lumivole,Illumise,Illumise?????,65,bug,,85,0.6,17.7,0,Firefly Pokémon,47,75,73,85,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,430,150,1640000,3,0,,
